c_id,date,price
343,2025-01-20,900
344,2025-01-20,1200
345,2025-01-20,150
346,2025-01-20,300
348,2025-01-20,400
349,2025-01-20,500
350,2025-01-20,750
351,2025-01-20,850
352,2025-01-20,1700
353,2025-01-20,1400
354,2025-01-20,2200
358,2025-01-20,7500
359,2025-01-20,850
360,2025-01-20,1400
361,2025-01-20,2200
287,2025-01-27,2600
288,2025-01-27,3100
289,2025-01-27,250
290,2025-01-27,500
291,2025-01-27,2000
311,2025-01-27,2600
312,2025-01-27,1500
308,2025-01-27,9600
309,2025-01-27,13000
310,2025-01-27,6600
300,2025-01-27,1100
301,2025-01-27,1400
302,2025-01-27,2000
303,2025-01-27,1950
304,2025-01-27,2600
305,2025-01-27,950
306,2025-01-27,1450
292,2025-01-27,1800
295,2025-01-27,13000
294,2025-01-27,3600
293,2025-01-27,2400
298,2025-01-27,600
299,2025-01-27,1050
296,2025-01-27,2000
297,2025-01-27,3100
317,2025-01-27,1900
318,2025-01-27,2600
319,2025-01-27,3000
320,2025-01-27,3500
321,2025-01-27,3400
323,2025-01-27,2700
322,2025-01-27,3800
326,2025-01-27,1400
324,2025-01-27,3500
327,2025-01-27,2200
325,2025-01-27,6000
328,2025-01-27,1000
329,2025-01-27,1600
330,2025-01-27,70000
331,2025-01-27,100000
332,2025-01-27,95000
333,2025-01-27,170000
334,2025-01-27,160000
335,2025-01-27,15000
336,2025-01-27,20500
337,2025-01-27,1200
338,2025-01-27,2800
339,2025-01-27,3000
340,2025-01-27,650
342,2025-01-27,600
343,2025-01-27,900
344,2025-01-27,1200
345,2025-01-27,150
346,2025-01-27,300
348,2025-01-27,400
349,2025-01-27,500
350,2025-01-27,750
351,2025-01-27,850
352,2025-01-27,1700
353,2025-01-27,1400
354,2025-01-27,2200
358,2025-01-27,7500
359,2025-01-27,850
360,2025-01-27,1400
361,2025-01-27,2200
287,2025-02-03,2600
288,2025-02-03,3100
289,2025-02-03,250
290,2025-02-03,500
291,2025-02-03,2000
311,2025-02-03,2600
312,2025-02-03,1500
308,2025-02-03,9600
309,2025-02-03,13000
310,2025-02-03,6600
300,2025-02-03,1100
301,2025-02-03,1400
302,2025-02-03,2000
303,2025-02-03,1950
304,2025-02-03,2600
305,2025-02-03,950
306,2025-02-03,1450
292,2025-02-03,1800
295,2025-02-03,13000
294,2025-02-03,3600
293,2025-02-03,2400
298,2025-02-03,600
299,2025-02-03,1050
296,2025-02-03,2000
297,2025-02-03,3100
317,2025-02-03,1900
318,2025-02-03,2600
319,2025-02-03,3000
320,2025-02-03,3500
321,2025-02-03,3400
323,2025-02-03,2700
322,2025-02-03,3800
326,2025-02-03,1400
324,2025-02-03,3500
327,2025-02-03,2200
325,2025-02-03,6000
328,2025-02-03,1000
329,2025-02-03,1600
330,2025-02-03,70000
331,2025-02-03,100000
332,2025-02-03,95000
333,2025-02-03,170000
334,2025-02-03,160000
335,2025-02-03,15000
336,2025-02-03,20500
337,2025-02-03,1200
338,2025-02-03,2800
339,2025-02-03,3000
340,2025-02-03,650
342,2025-02-03,600
343,2025-02-03,900
344,2025-02-03,1200
345,2025-02-03,150
346,2025-02-03,300
348,2025-02-03,400
349,2025-02-03,500
350,2025-02-03,750
351,2025-02-03,850
352,2025-02-03,1700
353,2025-02-03,1400
354,2025-02-03,2200
358,2025-02-03,7500
359,2025-02-03,850
360,2025-02-03,1400
361,2025-02-03,2200
287,2025-02-10,2600
288,2025-02-10,3100
289,2025-02-10,250
290,2025-02-10,500
291,2025-02-10,2000
311,2025-02-10,2600
312,2025-02-10,1500
